key,adj
clandestine,1
clanging,1
clangorous,1
clanking,1
clannish,1
clapped out,1
clarifying,1
clarion,1
clashing,1
class-conscious,1
classic,1
classical,1
classicistic,1
classifiable,1
classificatory,1
classified,1
classless,1
classy,1
clastic,1
clathrate,1
clattery,1
clausal,1
claustrophobic,1
claw-shaped,1
clawed,1
clawlike,1
clayey,1
clean,1
clean-burning,1
clean-cut,1
clean-handed,1
clean-limbed,1
clean-living,1
clean-shaven,1
cleanable,1
cleanly,1
cleansing,1
clear,1
clear-cut,1
clear-eyed,1
clear-sighted,1
clear-thinking,1
cleared,1
clearheaded,1
cleavable,1
cleft,1
cleistogamic,1
cleistogamous,1
clement,1
clenched,1
clerical,1
clever,1
cliched,1
client-server,1
cliff-hanging,1
climactic,1
climatic,1
climatical,1
climbable,1
clinched,1
clincher-built,1
clinical,1
clinker-built,1
clinking,1
clinquant,1
clip-on,1
clipped,1
cliquish,1
clitoral,1
clitoric,1
cloak-and-dagger,1
cloaked,1
clockwise,1
cloddish,1
clogged,1
clogging,1
cloggy,1
cloisonne,1
cloistered,1
cloistral,1
clonal,1
clonic,1
close,1
close-fitting,1
close-grained,1
close-hauled,1
close-knit,1
close-minded,1
close-packed,1
close-set,1
close at hand,1
close set,1
close together,1
closed,1
closed-captioned,1
closed-chain,1
closed-circuit,1
closed-door,1
closed-minded,1
closed-ring,1
closed in,1
closefisted,1
closelipped,1
closely-held,1
closely knit,1
closemouthed,1
closing,1
clothed,1
clothesless,1
clotted,1
cloud-covered,1
clouded,1
cloudless,1
cloudlike,1
cloudy,1
clove-scented,1
cloven,1
cloven-footed,1
cloven-hoofed,1
clownish,1
clownlike,1
cloying,1
cloze,1
club-shaped,1
clubable,1
clubbable,1
clubbish,1
clubby,1
clubfooted,1
clueless,1
clumsy,1
clunky,1
clustered,1
cluttered,1
clv,1
clx,1
clxv,1
clxx,1
clxxv,1
clxxx,1
co-ed,1
co-occurrent,1
co-ordinated,1
co-referent,1
coagulable,1
coagulate,1
coagulated,1
coal-black,1
coal-burning,1
coal-fired,1
coalesced,1
coalescent,1
coalescing,1
coarctate,1
coarse,1
coarse-furred,1
coarse-grained,1
coarse-haired,1
coarse-textured,1
coarsened,1
coastal,1
coastwise,1
coated,1
coaxal,1
coaxial,1
coaxing,1
cobwebby,1
coccal,1
coccoid,1
coccygeal,1
cochlear,1
cock-a-hoop,1
cockamamie,1
cockamamy,1
cockeyed,1
cockney,1
cocksure,1
cocky,1
cod,1
codified,1
coeducational,1
coeliac,1
coenobitic,1
coenobitical,1
coequal,1
coercive,1
coetaneous,1
coeval,1
coexistent,1
coexisting,1
coextensive,1
cogent,1
cogged,1
cogitable,1
cogitative,1
cognate,1
cognisable,1
cognisant,1
cognitive,1
cognizable,1
cognizant,1
cognoscible,1
coherent,1
cohesive,1
coiled,1
coiling,1
coin-operated,1
coincident,1
coincidental,1
coinciding,1
coital,1
cold,1
cold-blooded,1
cold-eyed,1
cold-temperate,1
cold sober,1
coldhearted,1
coleridgean,1
coleridgian,1
colicky,1
collaborative,1
collagenic,1
collagenous,1
collapsable,1
collapsible,1
collarless,1
collateral,1
collect,1
collectable,1
collected,1
collectible,1
collective,1
collectivised,1
collectivist,1
collectivistic,1
collectivized,1
collegial,1
collegiate,1
collinear,1
colloidal,1
colloquial,1
collusive,1
colombian,1
colonial,1
colonic,1
colonised,1
colonized,1
colonnaded,1
color,1
color-blind,1
colorectal,1
colored,1
colorfast,1
colorful,1
colorimetric,1
colorimetrical,1
colorless,1
colossal,1
colour,1
colour-blind,1
coloured,1
colourful,1
colourless,1
coltish,1
columbian,1
columnar,1
columned,1
columniform,1
columnlike,1
comal,1
comate,1
comatose,1
comb-like,1
combat-ready,1
combatant,1
combative,1
combed,1
combinable,1
combinational,1
combinative,1
combinatorial,1
combinatory,1
combined,1
comburant,1
comburent,1
combustible,1
combustive,1
come-at-able,1
comely,1
comestible,1
comet-like,1
cometary,1
cometic,1
comfortable,1
comforted,1
comforting,1
comfortless,1
comfy,1
comic,1
comical,1
coming,1
commanding,1
comme il faut,1
commemorating,1
commemorative,1
commendable,1
commensal,1
commensurable,1
commensurate,1
commercial,1
commercial-grade,1
commercialised,1
commercialized,1
comminatory,1
commiserative,1
commissioned,1
committed,1
commodious,1
common,1
common-law,1
common or garden,1
commonplace,1
commonsense,1
commonsensible,1
commonsensical,1
communal,1
communicable,1
communicational,1
communicative,1
communicatory,1
communist,1
communistic,1
commutable,1
commutative,1
comose,1
compact,1
companionable,1
companionate,1
comparable,1
comparable to,1
comparable with,1
comparative,1
compartmental,1
compartmentalised,1
compartmentalized,1
compartmented,1
compassionate,1
compatible,1
compelling,1
compendious,1
compensable,1
compensated,1
competent,1
competitive,1
competitory,1
complacent,1
complaining,1
complaintive,1
complaisant,1
complemental,1
complementary,1
complete,1
completed,1
completing,1
complex,1
compliant,1
complicated,1
complimentary,1
compos mentis,1
composed,1
composite,1
compositional,1
compound,1
compounded,1
comprehended,1
comprehendible,1
comprehensible,1
comprehensive,1
compressed,1
compressible,1
compromising,1
compulsive,1
compulsory,1
computable,1
computational,1
computer readable,1
comradely,1
con brio,1
concave,1
concavo-concave,1
concavo-convex,1
concealed,1
concealing,1
conceited,1
conceivable,1
concentrated,1
concentric,1
concentrical,1
conceptional,1
conceptive,1
conceptual,1
conceptualistic,1
concerned,1
concerted,1
concessive,1
conciliable,1
conciliative,1
conciliatory,1
concise,1
concluded,1
concluding,1
conclusive,1
concomitant,1
concordant,1
concrete,1
concretistic,1
concupiscent,1
concurrent,1
concurring,1
condemnable,1
condemnatory,1
condemning,1
condescending,1
condign,1
conditional,1
conditioned,1
condolent,1
conducive,1
conductive,1
condylar,1
cone-bearing,1
cone-shaped,1
conelike,1
confederate,1
confederative,1
confident,1
confidential,1
confiding,1
configurational,1
configured,1
confined,1
confining,1
confirmable,1
confirmative,1
confirmatory,1
confirmed,1
confirming,1
confiscate,1
conflicting,1
confluent,1
conformable,1
conforming,1
conformist,1
confounded,1
confounding,1
confrontational,1
confucian,1
confusable,1
confused,1
confusing,1
confutable,1
confutative,1
congealed,1
congeneric,1
congenerical,1
congenerous,1
congenial,1
congenital,1
congested,1
congestive,1
conglomerate,1
congolese,1
congratulatory,1
congregational,1
congregationalist,1
congressional,1
congruent,1
congruous,1
conic,1
conical,1
coniferous,1
conjectural,1
conjoined,1
conjoint,1
conjugal,1
conjugate,1
conjugated,1
conjunct,1
conjunctival,1
conjunctive,1
connate,1
connatural,1
connected,1
connective,1
conniving,1
connotational,1
connotative,1
connotative of,1
connubial,1
conquerable,1
consanguine,1
consanguineal,1
consanguineous,1
conscience-smitten,1
conscienceless,1
conscientious,1
conscionable,1
conscious,1
consecrate,1
consecrated,1
consecutive,1
consensual,1
consentaneous,1
consentient,1
consenting,1
consequent,1
consequential,1
conservative,1
conserved,1
considerable,1
considerate,1
considered,1
consistent,1
consolable,1
consolatory,1
consolidated,1
consolidative,1
consoling,1
consonant,1
consonantal,1
conspecific,1
conspicuous,1
conspirative,1
conspiratorial,1
constant,1
constipated,1
constituent,1
constituted,1
constitutional,1
constitutive,1
constrained,1
constraining,1
constricted,1
constricting,1
constrictive,1
constructive,1
constructive-metabolic,1
consubstantial,1
consular,1
consultative,1
consultatory,1
consultive,1
consumable,1
consuming,1
consummate,1
consummated,1
consumptive,1
contagious,1
contained,1
contaminated,1
contaminating,1
contaminative,1
contemplative,1
contemporaneous,1
contemporary,1
contemptible,1
contemptuous,1
content,1
contented,1
contentious,1
conterminous,1
contestable,1
contested,1
contextual,1
contiguous,1
continent,1
continent-wide,1
continental,1
contingent,1
contingent on,1
contingent upon,1
continual,1
continuant,1
continued,1
continuing,1
continuous,1
contorted,1
contraband,1
contrabass,1
contraceptive,1
contraclockwise,1
contractable,1
contracted,1
contractile,1
contractual,1
contradictory,1
contralateral,1
contralto,1
contrapuntal,1
contrarious,1
contrary,1
contrary to fact,1
contrasting,1
contrastive,1
contrasty,1
contributing,1
contributive,1
contributory,1
contrite,1
contrived,1
controllable,1
controlled,1
controlling,1
controversial,1
contumacious,1
contumelious,1
convalescent,1
convenient,1
conventional,1
conventionalised,1
conventionalized,1
conventual,1
convergent,1
conversant,1
conversational,1
converse,1
converted,1
convertible,1
convex,1
convexo-concave,1
convexo-convex,1
conveyable,1
convinced,1
convincible,1
convincing,1
convivial,1
convolute,1
convoluted,1
convulsive,1
cooccurring,1
cooked,1
cookie-cutter,1
cookie-sized,1
cool,1
cool-white,1
coolheaded,1
cooperative,1
coordinate,1
coordinated,1
coordinating,1
coordinative,1
copacetic,1
copasetic,1
copernican,1
copesetic,1
copesettic,1
copious,1
coplanar,1
copper-bottomed,1
copper colored,1
coppery,1
coptic,1
copular,1
copulative,1
copulatory,1
copyrighted,1
coquettish,1
coral,1
coral-red,1
corbelled,1
cordate,1
corded,1
cordial,1
cordiform,1
cordless,1
coreferent,1
coreferential,1
coriaceous,1
corinthian,1
corked,1
corking,1
corky,1
cormose,1
cormous,1
corn-fed,1
corneal,1
corned,1
corneous,1
cornered,1
cornish,1
corny,1
coronary,1
coroneted,1
corporal,1
corporate,1
corporatist,1
corporeal,1
corpulent,1
corpuscular,1
correct,1
correctable,1
corrected,1
correctional,1
corrective,1
correlate,1
correlated,1
correlational,1
correlative,1
correspondent,1
corresponding,1
corrigible,1
corroborant,1
corroborative,1
corroboratory,1
corroded,1
corrosion-resistant,1
corrosive,1
corrugated,1
corrupt,1
corrupted,1
corruptible,1
corrupting,1
corruptive,1
corsican,1
cortical,1
corticifugal,1
corticipetal,1
cortico-hypothalamic,1
corticoafferent,1
corticoefferent,1
corticofugal,1
coruscant,1
corvine,1
corymbose,1
coseismal,1
coseismic,1
cosher,1
cosignatory,1
cosmetic,1
cosmic,1
cosmogenic,1
cosmogonic,1
cosmogonical,1
cosmologic,1
cosmological,1
cosmopolitan,1
cost-effective,1
cost-efficient,1
cost-plus,1
costa rican,1
costal,1
costate,1
costive,1
costless,1
costly,1
costumed,1
cosy,1
coterminous,1
cottony,1
cottony-white,1
cotyloid,1
cotyloidal,1
couchant,1
countable,1
counter,1
counteractive,1
counterbalanced,1
counterclockwise,1
counterfactual,1
counterfeit,1
counterinsurgent,1
counterintuitive,1
counterpoised,1
counterproductive,1
counterrevolutionary,1
countertenor,1
counterterror,1
counterterrorist,1
countless,1
countrified,1
country-bred,1
country-style,1
countryfied,1
countrywide,1
countywide,1
coupled,1
courageous,1
court-ordered,1
courteous,1
courtly,1
cousinly,1
couth,1
couthie,1
couthy,1
covalent,1
covariant,1
covered,1
covert,1
coveted,1
covetous,1
cowardly,1
cowl-shaped,1
cowled,1
coy,1
cozy,1
crabbed,1
crabby,1
crabwise,1
crack,1
crackbrained,1
cracked,1
cracker-barrel,1
crackers,1
cracking,1
crackle,1
crafty,1
cragfast,1
cragged,1
craggy,1
cram full,1
cramped,1
cranial,1
craniometric,1
craniometrical,1
crank,1
cranky,1
crannied,1
crappy,1
crapulent,1
crapulous,1
crashing,1
crass,1
craved,1
craven,1
crazed,1
crazy,1
creaky,1
cream-colored,1
creamy,1
creamy-colored,1
creamy-white,1
creamy-yellow,1
crease-resistant,1
creaseless,1
creaseproof,1
creative,1
credal,1
credentialled,1
credible,1
creditable,1
credited,1
creditworthy,1
credulous,1
creedal,1
creepy,1
creepy-crawly,1
crenate,1
crenated,1
crenulate,1
crenulated,1
creole,1
crepuscular,1
crescendo,1
crescent,1
crescent-shaped,1
cress green,1
cresson,1
crested,1
crestfallen,1
cretaceous,1
cretinous,1
criminal,1
criminative,1
criminatory,1
criminological,1
crimson,1
crimson-magenta,1
crimson-purple,1
crimson-yellow,1
cringing,1
crinkled,1
crinkly,1
crinoid,1
crippled,1
crippling,1
crisp,1
crispate,1
crispy,1
crisscross,1
crisscrossed,1
criterial,1
criterional,1
critical,1
croaky,1
croatian,1
crocked,1
crocketed,1
cromwellian,1
crookback,1
crookbacked,1
crooked,1
cropped,1
cross,1
cross-banded,1
cross-cultural,1
cross-eyed,1
cross-grained,1
cross-linguistic,1
cross-modal,1
cross-ply,1
cross-pollinating,1
cross-section,1
cross-sectional,1
cross-sentential,1
cross-shaped,1
cross-town,1
crossbred,1
crossed,1
crosshatched,1
crosstown,1
crosswise,1
crotchety,1
croupy,1
crow-sized,1
crowded,1
crowing,1
crowned,1
crowning,1
crownless,1
crucial,1
cruciate,1
cruciferous,1
cruciform,1
cruddy,1
crude,1
cruel,1
crumbly,1
crummy,1
crumpled,1
crural,1
crushed,1
crushing,1
crustacean,1
crustaceous,1
crustal,1
crusted,1
crustlike,1
crustose,1
crusty,1
crying,1
cryogenic,1
cryonic,1
cryptanalytic,1
cryptic,1
cryptical,1
cryptobiotic,1
cryptogamic,1
cryptogamous,1
cryptographic,1
cryptographical,1
cryptologic,1
cryptological,1
crystal clear,1
crystalised,1
crystalized,1
crystalline,1
crystallised,1
crystallized,1
ctenoid,1
cuban,1
cube-shaped,1
cubelike,1
cubic,1
cubical,1
cubiform,1
cubist,1
cubistic,1
cubital,1
cuboid,1
cuboidal,1
cucumber-shaped,1
cucurbitaceous,1
cuddlesome,1
cuddly,1
culinary,1
culpable,1
cultivable,1
cultivatable,1
cultivated,1
cultural,1
cultured,1
cum laude,1
cumbersome,1
cumbrous,1
cumulative,1
cumuliform,1
cumulous,1
cuneal,1
cuneate,1
cuneiform,1
cunning,1
cuplike,1
cupric,1
cuprous,1
cupular,1
cupulate,1
curable,1
curative,1
curatorial,1
curdled,1
cured,1
curious,1
curled,1
curling,1
curly,1
curly-coated,1
curly-grained,1
curly-haired,1
curly-leafed,1
curly-leaved,1
curmudgeonly,1
current,1
curricular,1
currish,1
cursed,1
cursed with,1
cursive,1
cursorial,1
cursory,1
curst,1
curt,1
curtained,1
curtainless,1
curtal,1
curvaceous,1
curved,1
curvey,1
curvilineal,1
curvilinear,1
curving,1
curvy,1
cushioned,1
cushiony,1
cushy,1
cuspate,1
cuspated,1
cusped,1
cuspidal,1
cuspidate,1
cuspidated,1
cussed,1
custard-like,1
custodial,1
custom,1
custom-built,1
custom-made,1
customary,1
cut,1
cut-and-dried,1
cut-and-dry,1
cut-price,1
cut-rate,1
cut off,1
cut out,1
cut up,1
cutaneal,1
cutaneous,1
cute,1
cuticular,1
cuttable,1
cutthroat,1
cutting,1
cutting-edge,1
cv,1
cx,1
cxl,1
cxlv,1
cxv,1
cxx,1
cxxv,1
cxxx,1
cxxxv,1
cyan,1
cyanobacterial,1
cyanogenetic,1
cyanogenic,1
cyanophyte,1
cybernetic,1
cyclic,1
cyclical,1
cycloid,1
cycloidal,1
cyclonal,1
cyclonic,1
cyclonical,1
cyclopean,1
cyclothymic,1
cylindric,1
cylindrical,1
cylindrical-stemmed,1
cymose,1
cynical,1
cyprian,1
cyprinid,1
cyprinoid,1
cypriot,1
cypriote,1
cyrillic,1
cystic,1
cytoarchitectonic,1
cytoarchitectural,1
cytogenetic,1
cytogenetical,1
cytokinetic,1
cytologic,1
cytological,1
cytolytic,1
cytomegalic,1
cytopathogenic,1
cytophotometric,1
cytoplasmatic,1
cytoplasmic,1
cytoplastic,1
cytotoxic,1
czarist,1
czaristic,1
czech,1
czechoslovakian,1
d,1
d.o.a.,1
dabbled,1
dacitic,1
dactylic,1
daedal,1
daft,1
dagger-like,1
daily,1
dainty,1
daisylike,1
dalmatian,1
damaged,1
damaging,1
damascene,1
damask,1
damn,1
damnable,1
damnatory,1
damned,1
damning,1
damp,1
dampish,1
danceable,1
dandified,1
dandy,1
dandyish,1
dangerous,1
danish,1
dank,1
dantean,1
dantesque,1
dapper,1
dappled,1
daredevil,1
daring,1
dark,1
dark-blue,1
dark-brown,1
dark-coated,1
dark-colored,1
dark-coloured,1
dark-fruited,1
dark-gray,1
dark-green,1
dark-grey,1
dark-haired,1
dark-skinned,1
dark-spotted,1
darkened,1
darkening,1
darkish,1
darkling,1
darling,1
darned,1
darwinian,1
dashed,1
dashing,1
dastard,1
dastardly,1
data-based,1
datable,1
dateable,1
dated,1
dateless,1
daughterly,1
daunted,1
daunting,1
dauntless,1
day-after-day,1
day-and-night,1
day-by-day,1
day-old,1
day-to-day,1
daylong,1
dazed,1
dazzled,1
dazzling,1
de-iodinating,1
de facto,1
de jure,1
de luxe,1
de rigueur,1
dead,1
dead-end,1
dead-on,1
dead on target,1
dead set,1
deadened,1
deadening,1
deadlocked,1
deadly,1
deadpan,1
deaf,1
deaf-and-dumb,1
deaf-mute,1
deaf as a post,1
deafened,1
deafening,1
dealt out,1
dear,1
dearly-won,1
deathless,1
deathlike,1
deathly,1
debased,1
debasing,1
debatable,1
debauched,1
debile,1
debilitated,1
debilitating,1
debilitative,1
debonair,1
debonaire,1
deboned,1
debonnaire,1
decadent,1
decalescent,1
decapitated,1
decasyllabic,1
decayable,1
decayed,1
deceased,1
deceitful,1
decent,1
decentralised,1
decentralising,1
decentralized,1
decentralizing,1
deceptive,1
decided,1
deciding,1
deciduous,1
decimal,1
decipherable,1
deciphered,1
decisive,1
deckle-edged,1
deckled,1
declamatory,1
declarable,1
declarative,1
declaratory,1
declared,1
declassified,1
declivitous,1
decollete,1
decomposable,1
decompositional,1
decompound,1
deconsecrated,1
deconstructionist,1
decorated,1
decorative,1
decorous,1
decreased,1
decreasing,1
decreasing monotonic,1
decreed,1
decrepit,1
decrescendo,1
decumbent,1
decurved,1
decussate,1
dedicated,1
dedifferentiated,1
deducible,1
deductible,1
deductive,1
deep,1
deep-chested,1
deep-eyed,1
deep-fried,1
deep-laid,1
deep-lobed,1
deep-mined,1
deep-pink,1
deep-rooted,1
deep-sea,1
deep-seated,1
deep-set,1
deep-water,1
deep-yellow,1
deep in thought,1
deepening,1
defamatory,1
defeasible,1
defeated,1
defective,1
defenceless,1
defendable,1
defending,1
defenseless,1
defensible,1
defensive,1
deferent,1
deferential,1
defervescent,1
defiant,1
deficient,1
defiled,1
definable,1
defined,1
definite,1
definitive,1
deflated,1
deflationary,1
deflective,1
defoliate,1
defoliated,1
deformational,1
deformed,1
deft,1
defunct,1
degage,1
degenerate,1
degenerative,1
degraded,1
degrading,1
degressive,1
dehiscent,1
dehumanised,1
dehumanized,1
dehydrated,1
deictic,1
deific,1
deist,1
deistic,1
dejected,1
delayed,1
delectable,1
deleterious,1
deliberate,1
deliberative,1
delible,1
delicate,1
delicious,1
delighted,1
delightful,1
delimited,1
delineate,1
delineated,1
delineative,1
delinquent,1
deliquescent,1
delirious,1
deliverable,1
delphian,1
delphic,1
deltoid,1
delusional,1
delusive,1
delusory,1
deluxe,1
demagogic,1
demagogical,1
demanding,1
demeaning,1
demented,1
democratic,1
demode,1
demographic,1
demolished,1
demon-ridden,1
demoniac,1
demoniacal,1
demonic,1
demonstrable,1
demonstrated,1
demonstrative,1
demonstrative of,1
demoralised,1
demoralising,1
demoralized,1
demoralizing,1
demosthenic,1
demotic,1
demulcent,1
demure,1
demythologised,1
demythologized,1
denary,1
denatured,1
denaturised,1
denaturized,1
dendriform,1
dendritic,1
dendroid,1
dendroidal,1
deniable,1
denigrating,1
denigrative,1
denigratory,1
denominational,1
denotative,1
denotive,1
dense,1
dental,1
dentate,1
dented,1
denticulate,1
denudate,1
denuded,1
denumerable,1
denunciative,1
denunciatory,1
departed,1
departmental,1
dependable,1
dependant,1
dependant on,1
dependant upon,1
dependent,1
dependent on,1
dependent upon,1
depending on,1
depicted,1
depictive,1
depilatory,1
depilous,1
depletable,1
depleted,1
deplorable,1
depopulated,1
depraved,1
deprecating,1
deprecative,1
deprecatory,1
depreciating,1
depreciative,1
depreciatory,1
depressant,1
depressed,1
depressing,1
deprived,1
deranged,1
derelict,1
derisive,1
derisory,1
derivable,1
derivational,1
derivative,1
derived,1
dermal,1
dermatologic,1
dermatological,1
dermic,1
derogative,1
derogatory,1
descendant,1
descendent,1
descending,1
describable,1
described,1
descriptive,1
desecrated,1
desegrated,1
desensitising,1
desensitizing,1
deserted,1
deserved,1
deserving,1
desiccate,1
desiccated,1
designate,1
designative,1
designed,1
designing,1
desirable,1
desired,1
desirous,1
desk-bound,1
deskbound,1
desolate,1
despairing,1
desperate,1
despicable,1
despised,1
despiteful,1
despoiled,1
despondent,1
despotic,1
despotical,1
destined,1
destitute,1
destroyable,1
destroyed,1
destructible,1
destructive,1
destructive-metabolic,1
desultory,1
detachable,1
detached,1
detailed,1
detectable,1
detected,1
detergent,1
determinable,1
determinant,1
determinate,1
determinative,1
determined,1
determining,1
deterministic,1
deterrent,1
detersive,1
detestable,1
detested,1
detonative,1
detractive,1
detrimental,1
deuced,1
deuteranopic,1
devalued,1
devastating,1
developed,1
developing,1
developmental,1
deviant,1
deviate,1
devil-may-care,1
devilish,1
devious,1
devoid,1
devoted,1
devotional,1
devouring,1
devout,1
deweyan,1
dewy,1
dewy-eyed,1
dexter,1
dexterous,1
dextral,1
dextrorotary,1
dextrorotatory,1
dextrorsal,1
dextrorse,1
dextrous,1
diabatic,1
diabetic,1
diabolic,1
diabolical,1
diachronic,1
diacritic,1
diacritical,1
diadromous,1
diagnosable,1
diagnostic,1
diagonal,1
diagonalizable,1
diagrammatic,1
diagrammatical,1
dialectal,1
dialectic,1
dialectical,1
diamagnetic,1
diamantine,1
diametral,1
diametric,1
diametrical,1
dianoetic,1
diaphanous,1
diaphoretic,1
diaphyseal,1
diaphysial,1
diarrheal,1
diarrheic,1
diarrhetic,1
diarrhoeal,1
diarrhoeic,1
diarrhoetic,1
diastolic,1
diatomic,1
diatonic,1
diazo,1
dicarboxylic,1
dicey,1
dichotomous,1
dichromatic,1
dickensian,1
dickey,1
dicky,1
diclinous,1
dicotyledonous,1
dictated,1
dictatorial,1
dictyopteran,1
didactic,1
didactical,1
die-cast,1
die-hard,1
diestrous,1
diestrual,1
dietary,1
dietetic,1
dietetical,1
different,1
differentiable,1
differential,1
differentiated,1
difficult,1
diffident,1
diffuse,1
diffused,1
diffusing,1
diffusive,1
digestible,1
digestive,1
dighted,1
digital,1
digitate,1
digitigrade,1
dignified,1
dignifying,1
digressive,1
dilapidated,1
dilatory,1
dilettante,1
dilettanteish,1
dilettantish,1
diligent,1
dilute,1
diluted,1
diluvial,1
diluvian,1
dim,1
dim-sighted,1
dim-witted,1
dimensional,1
dimensioning,1
diminished,1
diminishing,1
diminuendo,1
diminutive,1
dimmed,1
dimorphic,1
dimorphous,1
dingy,1
dinky,1
diocesan,1
dioecian,1
dioecious,1
dioestrous,1
dioestrual,1
dionysian,1
diploid,1
diplomatic,1
diplomatical,1
dipolar,1
dipped,1
dipterous,1
dipylon,1
dire,1
direct,1
directed,1
directing,1
directional,1
directionless,1
directive,1
direful,1
dirigible,1
dirt,1
dirt cheap,1
dirty,1
dirty-faced,1
dirty-minded,1
disabled,1
disabling,1
disabused,1
disadvantaged,1
disadvantageous,1
disaffected,1
disagreeable,1
disappointed,1
disappointing,1
disapproving,1
disarming,1
disarranged,1
disarrayed,1
disastrous,1
disavowable,1
disbelieving,1
disc-shaped,1
discalceate,1
discalced,1
discarded,1
discernable,1
discernible,1
discerning,1
discharged,1
disciform,1
disciplinal,1
disciplinary,1
disciplined,1
disclike,1
disclosed,1
discoid,1
discoidal,1
discombobulated,1
discomfited,1
discomposed,1
discomycetous,1
disconcerted,1
disconcerting,1
disconfirming,1
disconnected,1
disconsolate,1
discontent,1
discontented,1
discontinued,1
discontinuous,1
discordant,1
discorporate,1
discouraged,1
discouraging,1
discourteous,1
discoverable,1
discovered,1
discreditable,1
discredited,1
discreet,1
discrepant,1
discrete,1
discretional,1
discretionary,1
discriminable,1
discriminate,1
discriminating,1
discriminative,1
discriminatory,1
discursive,1
disdainful,1
diseased,1
disembodied,1
disenchanted,1
disenchanting,1
disenfranchised,1
disentangled,1
disfigured,1
disfranchised,1
disgraced,1
disgraceful,1
disgruntled,1
disguised,1
disgusted,1
disgustful,1
disgusting,1
dish-shaped,1
disharmonious,1
disheartened,1
disheartening,1
dished,1
disheveled,1
dishevelled,1
dishonest,1
dishonorable,1
dishonored,1
dishonourable,1
dishy,1
disillusioned,1
disillusioning,1
disinclined,1
disinfectant,1
disingenuous,1
disinherited,1
disintegrable,1
disintegrative,1
disinterested,1
disjoined,1
disjoint,1
disjointed,1
disjunct,1
disjunctive,1
disk-shaped,1
disklike,1
dislikable,1
disliked,1
dislocated,1
dislogistic,1
disloyal,1
dismal,1
dismantled,1
dismayed,1
dismaying,1
dismissed,1
dismissible,1
dismissive,1
disobedient,1
disobliging,1
disordered,1
disorderly,1
disorganised,1
disorganized,1
disoriented,1
disorienting,1
disparaging,1
disparate,1
dispassionate,1
dispensable,1
dispensed,1
dispersed,1
dispersive,1
dispirited,1
dispiriting,1
displeased,1
displeasing,1
disposable,1
disposed,1
dispossessed,1
disproportional,1
disproportionate,1
disputable,1
disputatious,1
disputative,1
disputed,1
disqualified,1
disqualifying,1
disquieted,1
disquieting,1
disregarded,1
disreputable,1
disrespectful,1
disrupted,1
disruptive,1
dissatisfactory,1
dissatisfied,1
dissected,1
disseminative,1
dissentient,1
dissenting,1
dissentious,1
dissident,1
dissilient,1
dissimilar,1
dissimulative,1
dissipated,1
dissociable,1
dissociative,1
dissoluble,1
dissolute,1
dissolvable,1
dissolved,1
dissonant,1
dissuasive,1
distaff,1
distal,1
distant,1
distasteful,1
distensible,1
distinct,1
distinctive,1
distinguishable,1
distinguished,1
distortable,1
distorted,1
distracted,1
distrait,1
distraught,1
distressed,1
distressful,1
distressing,1
distributed,1
distributional,1
distributive,1
distrustful,1
disturbed,1
disturbing,1
disunited,1
disused,1
disyllabic,1
dithyrambic,1
diurnal,1
divalent,1
divergent,1
diverging,1
divers,1
diverse,1
diversified,1
diversionary,1
diverted,1
diverting,1
dividable,1
divided,1
divided up,1
divinatory,1
divine,1
divisible,1
divisional,1
divisive,1
divorced,1
dizygotic,1
dizygous,1
dizzy,1
djiboutian,1
do-it-yourself,1
do-nothing,1
do-or-die,1
doable,1
docile,1
doctoral,1
doctorial,1
doctrinaire,1
doctrinal,1
documental,1
documentary,1
documented,1
doddering,1
doddery,1
dodgy,1
dog-eared,1
dog-sized,1
dog-tired,1
dogged,1
dogging,1
doglike,1
dogmatic,1
dogmatical,1
dolabrate,1
dolabriform,1
doled out,1
doleful,1
dolichocephalic,1
dolichocranial,1
dolichocranic,1
dolled up,1
dolomitic,1
dolorous,1
dolourous,1
doltish,1
dome-shaped,1
domed,1
domestic,1
domesticated,1
domiciliary,1
dominant,1
dominated,1
dominating,1
domineering,1
dominical,1
dominican,1
donatist,1
done,1
done for,1
done with,1
donnean,1
donnian,1
donnish,1
doomed,1
door-to-door,1
doped,1
dopey,1
dopy,1
dorian,1
doric,1
dormant,1
dormie,1
dormy,1
dorsal,1
dorsoventral,1
dosed,1
dostoevskian,1
dostoyevskian,1
dot-com,1
doting,1
dotted,1
dotty,1
double,1
double-barreled,1
double-barrelled,1
double-bass,1
double-bedded,1
double-breasted,1
double-chinned,1
double-dealing,1
double-dyed,1
double-edged,1
double-faced,1
double-geared,1
double-humped,1
double-jointed,1
double-quick,1
double-spaced,1
double-tongued,1
doubled,1
doubtful,1
doubting,1
doughnut-shaped,1
doughy,1
dour,1
dovish,1
dowdy,1
dowered,1
dowerless,1
down,1
down-and-out,1
down-to-earth,1
down in the mouth,1
down pat,1
downbound,1
downcast,1
downfield,1
downhearted,1
downhill,1
downlike,1
downmarket,1
downright,1
downscale,1
downstage,1
downstair,1
downstairs,1
downstream,1
downtown,1
downtrodden,1
downward,1
downward-arching,1
downward-sloping,1
downwind,1
downy,1
dozen,1
dozy,1
drab,1
draconian,1
drafty,1
dragging,1
draggled,1
drained,1
draining,1
dramatic,1
dramaturgic,1
dramaturgical,1
draped,1
drastic,1
draughty,1
drawn,1
drawn-out,1
dread,1
dreaded,1
dreadful,1
dreamed,1
dreamless,1
